TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,Target
726.61,2062,1,31,0,18.0,3,277.0,1.0,1008.76,232,<18,0
130.4,627,1,33,1,45.0,1,63.0,1.0,4381.24,199,40-50,2
68.1,0,1,25,0,20.0,3,47.0,1.0,1382.8,233,18-30,0
65.26,2333,1,34,1,26.0,3,72.0,1.0,7380.63,271,18-30,1
191.62,1373,1,17,1,63.0,0,51.0,1.0,1981.67,42,60+,2
212.88,912,1,14,2,39.0,0,122.0,1.0,7036.72,313,30-40,1
88.38,112,1,41,0,30.0,1,138.0,1.0,3707.82,112,18-30,0
48.77,1097,1,2,2,42.0,1,51.0,1.0,2040.16,119,40-50,0
289.1,1264,1,3,0,27.0,3,206.0,1.0,4734.110000000001,212,18-30,0
390.09,1873,1,12,2,26.0,1,49.0,1.0,2617.23,232,18-30,0
48.29,1798,1,36,2,37.0,1,242.0,1.0,8883.4,94,30-40,1
333.83,1390,1,14,0,63.0,2,135.0,1.0,1660.66,284,60+,2
1074.29,36,1,32,1,67.0,2,79.0,1.0,2011.6,290,60+,2
100.27,1257,1,24,2,79.0,2,51.0,1.0,4309.9,255,60+,2
44.54,1920,1,35,0,31.0,1,164.0,1.0,362.4,97,30-40,0
1156.18,1766,0,31,1,52.0,0,40.0,1.0,836.69,314,50-60,2
82.17,2387,1,13,1,28.0,3,21.0,1.0,1913.06,195,18-30,0
1045.45,2029,1,3,2,19.0,3,150.0,1.0,563.46,336,18-30,0
447.42,2378,1,5,2,32.0,1,65.0,1.0,6133.22,113,30-40,0
590.26,1109,0,2,1,25.0,3,48.0,1.0,1068.28,140,18-30,0
192.73,1929,1,25,1,71.0,2,157.0,1.0,2037.75,316,60+,2
146.01,758,1,37,2,26.0,3,269.0,1.0,221.79,211,18-30,0
136.05,143,1,1,2,24.0,3,63.0,3.0,1127.54,337,18-30,0
11.57,2400,0,27,1,56.0,2,64.0,1.0,2061.61,273,50-60,2
102.34,897,1,35,2,51.0,0,78.0,1.0,4734.110000000001,194,50-60,2
7.82,69,1,4,0,36.0,1,273.0,1.0,2240.49,193,30-40,0
79.43,1342,1,9,0,74.0,2,72.0,1.0,6579.37,75,60+,2
386.97,201,1,33,1,58.0,2,137.0,1.0,1876.35,2,50-60,2
51.22,1191,1,14,1,23.0,3,82.0,1.0,1664.59,225,18-30,0
256.05,1031,1,26,0,54.0,2,35.0,1.0,6910.18,323,50-60,2
7.79,1107,1,20,1,34.0,0,298.0,1.0,1319.85,173,30-40,0
233.71,1844,1,21,1,63.0,0,11.0,1.0,6095.5,146,60+,2
176.37,99,1,4,1,55.0,2,126.0,1.0,2420.86,47,50-60,2
122.63,733,1,25,1,21.0,3,153.0,1.0,359.06,228,18-30,0
86.41,589,1,14,0,75.0,2,125.0,1.0,3128.71,302,60+,2
21.57,2013,1,37,0,54.0,2,71.0,1.0,7587.48,187,50-60,1
82.67,1565,1,25,1,26.0,3,46.0,1.0,290.59,49,18-30,0
451.35,1651,0,3,1,47.0,1,112.0,1.0,7707.96,45,40-50,1
299.42,2472,0,38,1,63.0,2,53.0,1.0,4735.41,196,60+,2
543.47,1492,1,20,0,18.0,3,122.0,1.0,6165.03,319,<18,0
346.76,2464,0,38,1,21.0,3,116.0,1.0,1637.75,213,18-30,0
47.48,336,1,12,1,24.0,3,66.0,1.0,585.52,148,18-30,0
64.92,913,1,1,1,58.0,1,236.0,1.0,5481.76,287,50-60,2
350.72,1401,0,14,0,28.0,3,48.0,1.0,1982.9,54,18-30,0
3.8,1396,1,5,2,65.0,0,174.0,1.0,5766.96,355,60+,2
22.54,1599,1,12,2,26.0,1,42.0,1.0,7139.11,252,18-30,1
767.14,2472,0,23,1,62.0,2,38.0,1.0,4732.57,140,60+,2
167.47,2279,1,34,0,35.0,1,103.0,1.0,2293.13,341,30-40,0
43.65,2026,0,5,1,30.0,1,212.0,1.0,2870.67,332,18-30,0
391.08,775,1,14,2,56.0,3,105.0,1.0,6885.16,269,50-60,2
390.77,2025,1,32,2,44.0,0,34.0,1.0,5500.56,164,40-50,2
508.16,597,1,23,0,39.0,1,131.0,1.0,5609.44,212,30-40,1
36.76,667,1,30,2,65.0,2,108.0,1.0,1228.93,345,60+,2
332.33,1128,1,18,0,27.0,3,101.0,1.0,192.63,304,18-30,0
362.09,400,1,27,1,32.0,1,31.0,1.0,6590.28,76,30-40,1
42.58,227,1,38,2,30.0,0,80.0,1.0,13485.0,241,18-30,1
122.35,688,1,1,1,53.0,2,188.0,1.0,6472.5,166,50-60,2
248.66,218,1,6,2,28.0,1,113.0,1.0,2571.39,307,18-30,0
461.25,1591,0,34,2,54.0,0,171.0,1.0,676.1,169,50-60,2
61.77,1819,1,5,1,56.0,0,49.0,1.0,12352.2,312,50-60,1
268.92,1486,1,6,1,29.0,1,148.0,1.0,8765.38,14,18-30,1
303.97,211,1,13,2,24.0,3,77.0,5.0,1590.88,0,18-30,0
219.02,2478,0,36,2,54.0,1,68.0,1.0,7375.73,171,50-60,2
125.14,1589,1,3,1,20.0,3,31.0,1.0,1845.18,259,18-30,0
47.6,374,1,2,2,53.0,1,115.0,1.0,1382.51,118,50-60,2
592.82,1715,1,22,2,74.0,2,248.0,1.0,7508.98,351,60+,2
372.5,1941,1,26,0,22.0,3,211.0,1.0,3901.82,244,18-30,0
4.72,701,1,13,1,32.0,1,20.0,1.0,4792.01,186,30-40,0
144.93,887,1,14,1,42.0,1,74.0,1.0,6887.52,176,40-50,1
316.56,1603,1,10,2,28.0,1,261.0,1.0,8643.51,215,18-30,1
9.18,1234,1,37,2,22.0,3,140.0,1.0,887.32,206,18-30,0
421.25,33,1,13,2,25.0,3,66.0,1.0,7174.69,84,18-30,0
185.71,1422,1,41,1,48.0,1,194.0,1.0,2679.91,199,40-50,2
1432.02,1675,1,21,1,60.0,2,138.0,1.0,4315.07,194,50-60,2
26.27,535,0,32,2,45.0,1,177.0,1.0,8853.93,239,40-50,1
297.03,1672,1,2,2,61.0,2,151.0,1.0,1088.62,228,60+,2
341.67,455,1,29,1,53.0,2,96.0,5.0,1442.29,161,50-60,2
99.52,673,1,36,0,52.0,1,127.0,1.0,3798.09,317,50-60,2
881.1,2124,1,31,1,28.0,3,16.0,1.0,9951.68,108,18-30,1
139.69,1096,1,16,2,52.0,1,180.0,1.0,9567.94,94,50-60,1
42.72,1518,1,26,0,37.0,1,143.0,1.0,4734.110000000001,37,30-40,0
112.72,576,1,42,1,31.0,0,17.0,1.0,9630.0,356,30-40,1
568.88,264,1,26,1,19.0,3,105.0,1.0,1307.86,132,18-30,0
189.03,731,1,28,0,28.0,3,50.0,1.0,1916.46,165,18-30,0
199.8,1331,1,11,0,20.0,3,163.0,1.0,4734.110000000001,311,18-30,0
189.08,496,1,24,1,68.0,0,238.0,1.0,10790.8,146,60+,1
958.9,1220,1,22,1,31.0,1,135.0,1.0,9977.49,34,30-40,1
409.59,539,1,0,2,35.0,0,50.0,1.0,14563.02,302,30-40,1
349.34,59,0,16,0,28.0,3,112.0,1.0,614.14,247,18-30,0
283.15,1470,1,3,2,24.0,3,180.0,1.0,603.79,293,18-30,0
151.82,1289,1,6,0,51.0,2,105.0,1.0,2197.12,331,50-60,2
438.59,2037,1,38,2,37.0,1,103.0,1.0,8994.39,190,30-40,1
590.57,1186,1,25,0,79.0,3,93.0,1.0,3224.6,57,60+,2
63.74,2472,1,6,2,63.0,2,31.0,1.0,4336.4,151,60+,2
77.02,1514,0,24,2,59.0,3,132.0,1.0,800.83,92,50-60,2
501.15,1540,1,31,1,47.0,1,208.0,1.0,8821.84,310,40-50,1
917.81,1610,1,18,0,64.0,2,75.0,2.0,3173.17,204,60+,2
8.95,1848,1,28,2,76.0,2,102.0,1.0,3299.84,203,60+,2
173.6,2249,1,2,2,21.0,3,160.0,1.0,421.44,193,18-30,0
149.4,797,1,6,0,53.0,2,123.0,1.0,1035.22,234,50-60,2
388.21,2393,0,8,1,53.0,0,237.0,1.0,9724.49,115,50-60,1
484.3,1952,0,4,2,61.0,2,230.0,3.0,7910.3,285,60+,2
126.04,1116,0,5,1,65.0,2,167.0,1.0,6041.69,104,60+,2
52.04,1365,0,7,1,50.0,0,31.0,1.0,8436.12,76,40-50,1
389.7,485,0,2,1,62.0,0,216.0,1.0,7125.15,259,60+,2
161.1,671,0,24,0,19.0,3,104.0,1.0,239.12,252,18-30,0
309.77,828,0,35,2,67.0,2,137.0,1.0,4378.14,2,60+,2
838.57,1156,1,31,0,41.0,0,273.0,1.0,4734.110000000001,302,40-50,0
202.55,2139,1,9,0,21.0,3,34.0,2.0,701.73,170,18-30,0
724.18,222,1,13,1,41.0,0,134.0,1.0,10922.78,119,40-50,1
124.98,352,1,42,0,24.0,3,78.0,1.0,642.0,125,18-30,0
487.32,1973,1,18,1,52.0,0,164.0,1.0,7707.96,181,50-60,1
635.91,2252,0,17,1,46.0,0,78.0,1.0,13267.09,260,40-50,1
205.65,1276,1,15,1,62.0,2,144.0,1.0,3582.16,185,60+,2
39.41,2226,1,21,1,25.0,3,132.0,1.0,921.91,279,18-30,0
254.0,877,1,26,1,35.0,0,63.0,1.0,5788.53,105,30-40,0
436.8,2148,1,15,1,36.0,1,213.0,1.0,4515.43,37,30-40,0
224.73,256,1,24,1,76.0,2,63.0,1.0,7551.89,137,60+,2
752.69,978,0,9,0,65.0,0,115.0,1.0,14489.69,172,60+,1
78.5,296,0,38,1,31.0,0,41.0,1.0,13991.5,331,30-40,1
50.0,382,0,17,0,53.0,0,87.0,1.0,185.87,299,50-60,2
132.42,1332,1,10,0,18.0,3,164.0,1.0,726.39,335,<18,0
11.67,2119,1,13,1,76.0,2,105.0,1.0,7458.63,238,60+,2
83.16,1507,1,20,0,61.0,2,177.0,1.0,3065.87,144,60+,2
149.02,1621,0,13,1,46.0,1,176.0,1.0,9379.72,18,40-50,1
74.27,1277,0,22,2,59.0,0,148.0,1.0,13696.61,297,50-60,1
876.57,1679,0,32,0,62.0,2,118.0,1.0,3743.63,32,60+,2
615.58,1786,1,17,0,42.0,0,133.0,1.0,14343.0,272,40-50,1
643.03,1397,0,17,2,36.0,1,52.0,1.0,2882.16,120,30-40,0
7.95,57,1,31,0,79.0,2,65.0,1.0,5631.2,224,60+,2
270.92,738,0,21,1,77.0,2,143.0,1.0,4574.43,29,60+,2
499.48,117,1,5,0,24.0,3,133.0,1.0,1242.62,142,18-30,0
841.5,919,0,1,1,25.0,3,287.0,1.0,352.31,165,18-30,0
138.82,1916,1,13,2,77.0,2,53.0,1.0,3100.22,325,60+,2
231.46,1045,0,24,1,60.0,1,83.0,1.0,4707.24,129,50-60,2
292.08,2470,1,8,0,72.0,2,32.0,1.0,7950.48,192,60+,2
63.98,2024,1,3,2,54.0,0,258.0,1.0,7954.12,31,50-60,1
235.21,1925,1,4,1,67.0,0,74.0,1.0,5946.61,276,60+,2
201.73,1652,1,3,2,57.0,1,78.0,1.0,6650.71,344,50-60,2
161.31,1681,1,26,0,28.0,3,13.0,1.0,1268.67,152,18-30,0
18.41,2275,1,1,1,53.0,0,168.0,1.0,8287.54,307,50-60,1
471.75,1027,0,38,1,34.0,0,41.0,1.0,12948.5,271,30-40,1
290.02,1797,1,25,1,55.0,1,246.0,1.0,4746.71,94,50-60,2
48.05,899,1,27,1,27.0,1,38.0,1.0,5334.97,165,18-30,0
359.42,966,1,3,1,55.0,0,30.0,1.0,1765.45,20,50-60,2
32.91,807,1,13,2,19.0,3,255.0,1.0,427.3,22,18-30,0
3.8,1443,1,10,1,67.0,2,140.0,1.0,6285.39,129,60+,2
31.81,652,1,13,2,51.0,2,149.0,1.0,1406.6,26,50-60,2
220.2,1682,1,4,2,28.0,3,102.0,1.0,1075.15,295,18-30,0
476.03,1618,0,15,1,77.0,2,99.0,1.0,5958.34,166,60+,2
141.91,132,1,24,1,23.0,3,49.0,1.0,791.97,200,18-30,0
95.83,2271,1,42,2,27.0,3,91.0,1.0,1726.4,121,18-30,0
51.15,427,0,20,1,46.0,1,199.0,1.0,8992.25,271,40-50,1
1192.2,2407,0,17,1,60.0,2,103.0,5.0,7816.41,172,50-60,2
50.75,1501,1,4,0,62.0,0,185.0,1.0,8271.47,79,60+,2
185.07,2396,1,7,1,22.0,3,159.0,1.0,636.42,77,18-30,0
293.54,104,1,34,2,40.0,1,45.0,1.0,2290.1,122,30-40,0
23.38,1799,1,22,1,32.0,1,112.0,1.0,9968.49,199,30-40,1
285.26,2051,1,1,0,28.0,3,93.0,1.0,167.72,292,18-30,0
129.48,226,1,39,0,31.0,1,179.0,1.0,7581.7,260,30-40,1
743.03,1366,1,27,0,50.0,1,174.0,1.0,4111.38,177,40-50,2
297.86,235,0,25,0,28.0,3,96.0,1.0,1680.14,317,18-30,0
231.92,1260,1,16,0,66.0,0,12.0,1.0,5715.08,304,60+,2
295.82,2364,0,6,1,47.0,1,46.0,1.0,5897.73,85,40-50,2
302.86,1216,1,20,2,55.0,0,275.0,1.0,5239.24,343,50-60,2
81.08,1746,1,29,0,58.0,1,56.0,1.0,7788.91,55,50-60,2
775.6,1538,0,23,1,79.0,2,158.0,1.0,3898.64,110,60+,2
178.43,2451,1,3,1,26.0,3,136.0,1.0,1214.93,96,18-30,0
211.91,1733,1,16,2,20.0,3,181.0,1.0,927.47,144,18-30,0
17.21,2434,1,29,2,23.0,3,219.0,1.0,914.16,37,18-30,0
124.22,910,1,5,0,23.0,3,172.0,1.0,9695.04,102,18-30,1
38.37,1616,1,35,0,63.0,0,135.0,1.0,8647.04,222,60+,2
269.79,1839,1,38,0,52.0,1,17.0,1.0,1292.1,97,50-60,2
605.42,1080,1,23,0,21.0,3,33.0,1.0,392.34,198,18-30,0
211.36,16,1,2,0,60.0,1,40.0,1.0,9877.17,359,50-60,1
29.19,166,0,26,1,58.0,0,41.0,1.0,12059.85,311,50-60,1
701.7,1199,0,39,2,61.0,2,64.0,1.0,6643.24,207,60+,2
862.34,952,1,18,1,57.0,0,72.0,1.0,9903.48,342,50-60,1
410.97,1793,1,20,1,22.0,3,45.0,1.0,151.42,288,18-30,0
36.97,1554,1,41,1,41.0,1,79.0,1.0,2850.92,86,40-50,0
137.59,19,1,26,0,30.0,0,95.0,1.0,10679.67,307,18-30,1
168.11,904,0,27,2,51.0,0,12.0,1.0,10652.13,37,50-60,1
430.98,1892,1,3,1,24.0,3,93.0,1.0,569.25,277,18-30,0
13.87,2351,1,31,1,24.0,3,20.0,1.0,954.83,85,18-30,0
642.68,955,1,17,0,76.0,2,66.0,1.0,1831.2,254,60+,2
175.07,2202,1,19,2,28.0,1,169.0,2.0,9274.64,344,18-30,1
302.82,2067,1,17,0,36.0,1,175.0,1.0,9384.54,69,30-40,1
1647.74,2439,1,13,0,67.0,2,52.0,1.0,1483.84,187,60+,2
406.81,2306,1,27,2,66.0,2,84.0,1.0,1968.36,144,60+,2
256.3,644,1,27,2,53.0,2,172.0,1.0,4203.05,1,50-60,2
80.96,1813,0,17,2,19.0,3,97.0,1.0,959.94,3,18-30,0
95.78,568,1,1,2,22.0,3,27.0,1.0,271.64,174,18-30,0
379.54,23,0,16,1,41.0,0,118.0,1.0,12571.76,1,40-50,1
903.19,1231,1,12,2,22.0,3,65.0,1.0,8627.08,15,18-30,1
142.19,1098,1,15,1,18.0,3,27.0,4.0,524.46,202,<18,0
847.45,1113,1,17,1,28.0,3,175.0,1.0,422.32,188,18-30,0
295.18,845,0,9,1,66.0,0,31.0,1.0,12961.53,91,60+,1
18.46,2168,1,5,1,68.0,2,213.0,1.0,6381.6,235,60+,2
603.23,1561,1,11,1,28.0,3,48.0,1.0,117.98,116,18-30,0
54.5,2196,0,30,1,57.0,2,147.0,1.0,1715.22,125,50-60,2
414.77,2484,1,37,2,29.0,0,274.0,1.0,5599.81,103,18-30,0
886.19,1536,1,7,1,61.0,2,69.0,1.0,7904.24,127,60+,2
440.03,2254,1,38,2,49.0,1,88.0,1.0,1490.44,237,40-50,2
211.36,565,1,26,0,56.0,2,285.0,1.0,1532.72,64,50-60,2
76.39,93,1,10,1,18.0,3,219.0,1.0,5976.0,227,<18,0
595.91,1467,0,35,0,19.0,3,162.0,1.0,1673.76,239,18-30,0
6.03,1454,1,6,1,76.0,2,70.0,1.0,3290.72,185,60+,2
249.34,1504,1,5,0,26.0,1,197.0,1.0,3030.97,95,18-30,0
421.52,1505,1,38,1,20.0,3,67.0,1.0,369.86,239,18-30,0
189.77,390,1,33,1,58.0,1,24.0,1.0,6570.36,305,50-60,2
73.19,1955,1,1,1,76.0,2,213.0,1.0,2264.98,244,60+,2
188.13,1004,0,17,2,75.0,2,198.0,1.0,5029.87,226,60+,2
30.52,907,1,17,1,62.0,0,122.0,1.0,12327.74,56,60+,1
1235.69,948,0,38,1,20.0,3,118.0,1.0,420.25,180,18-30,0
1159.39,1900,1,28,2,41.0,0,150.0,1.0,6499.53,5,40-50,1
170.24,1011,1,37,1,62.0,2,133.0,1.0,5172.99,102,60+,2
56.62,408,1,2,1,54.0,0,121.0,1.0,8981.1,143,50-60,1
53.14,739,1,19,0,34.0,0,70.0,1.0,7915.0,53,30-40,1
587.23,1392,1,29,2,27.0,3,144.0,1.0,500.84,179,18-30,0
211.36,46,1,31,1,43.0,0,75.0,1.0,13784.4,37,40-50,1
21.27,1337,0,16,2,62.0,2,114.0,1.0,7392.79,212,60+,2
1397.59,2127,0,2,0,26.0,3,144.0,1.0,1134.79,16,18-30,0
76.02,1274,0,0,2,34.0,0,189.0,1.0,14765.41,328,30-40,1
170.19,1241,0,20,1,27.0,3,156.0,5.0,4734.110000000001,353,18-30,0
155.51,1544,1,33,0,68.0,0,15.0,1.0,5360.19,121,60+,2
135.15,545,1,7,2,72.0,2,50.0,1.0,5878.14,254,60+,2
39.48,958,1,29,0,56.0,2,38.0,1.0,5889.51,327,50-60,2
451.68,722,1,15,2,33.0,1,15.0,1.0,4381.54,209,30-40,0
19.11,1730,0,7,2,45.0,1,160.0,1.0,8478.46,322,40-50,1
355.0,1601,0,13,2,26.0,3,33.0,1.0,185.47,252,18-30,0
427.69,595,1,33,0,43.0,1,236.0,1.0,2443.54,330,40-50,0
254.86,170,1,4,1,23.0,3,102.0,1.0,699.9,316,18-30,0
19.48,1244,1,9,0,27.0,1,114.0,1.0,4739.59,0,18-30,0
190.17,1059,1,3,0,49.0,0,265.0,1.0,12893.85,146,40-50,1
91.38,632,1,17,0,45.0,2,179.0,1.0,2402.58,17,40-50,0
206.63,2318,0,28,2,59.0,2,128.0,1.0,7626.53,259,50-60,2
93.22,658,1,5,2,52.0,2,52.0,1.0,1014.63,199,50-60,2
547.98,2004,1,28,0,28.0,3,171.0,1.0,1358.54,0,18-30,0
641.06,2338,1,7,0,23.0,3,25.0,1.0,1602.13,59,18-30,0
314.55,763,0,9,1,27.0,3,19.0,2.0,1105.89,54,18-30,0
836.45,385,1,41,2,61.0,2,63.0,1.0,1731.89,349,60+,2
1095.09,712,1,37,0,29.0,1,52.0,1.0,8692.47,334,18-30,1
189.45,558,0,4,1,53.0,0,62.0,1.0,12578.75,189,50-60,1
91.84,1227,0,23,1,67.0,2,80.0,1.0,1712.41,130,60+,2
609.52,1371,1,42,0,78.0,2,169.0,1.0,3485.03,117,60+,2
859.3,1399,0,7,1,78.0,2,68.0,1.0,1146.78,34,60+,2
100.01,1190,1,30,0,50.0,0,63.0,1.0,6393.12,185,40-50,2
28.78,1420,0,40,2,40.0,0,51.0,1.0,680.55,316,30-40,0
111.08,879,1,6,2,70.0,0,83.0,1.0,7037.34,276,60+,2
470.96,482,0,16,2,69.0,0,124.0,2.0,12991.03,287,60+,1
52.23,1693,0,37,1,28.0,3,96.0,1.0,105.01,109,18-30,0
78.62,1385,1,28,1,32.0,0,52.0,1.0,1360.85,110,30-40,0
47.79,1716,1,10,1,25.0,3,37.0,1.0,1649.92,332,18-30,0
333.97,561,1,14,1,52.0,0,45.0,1.0,5237.36,325,50-60,2
30.87,1270,1,14,0,33.0,0,295.0,1.0,14348.65,260,30-40,1
710.43,474,1,36,2,67.0,2,115.0,1.0,5625.55,140,60+,2
220.23,1741,1,25,0,41.0,1,48.0,1.0,3438.02,11,40-50,0
27.28,2426,1,1,0,29.0,0,96.0,1.0,10668.24,200,18-30,1
101.52,1450,1,40,0,49.0,1,98.0,1.0,2018.9,136,40-50,2
162.65,858,1,27,0,59.0,1,147.0,1.0,9500.95,297,50-60,1
10.52,1312,1,18,0,55.0,2,30.0,1.0,2472.99,283,50-60,2
270.72,587,1,20,1,38.0,0,37.0,1.0,6522.47,347,30-40,1
202.34,72,1,27,2,20.0,3,134.0,1.0,4734.110000000001,302,18-30,0
247.58,977,1,35,0,39.0,1,152.0,1.0,778.74,56,30-40,0
686.17,1846,1,10,0,61.0,2,112.0,1.0,2246.15,75,60+,2
359.65,88,0,17,2,25.0,3,289.0,1.0,219.53,162,18-30,0
109.91,780,1,39,1,38.0,0,90.0,1.0,12896.06,274,30-40,1
215.72,1895,0,8,1,30.0,1,137.0,1.0,8697.11,331,18-30,1
490.76,2472,1,8,2,66.0,2,156.0,1.0,6414.11,202,60+,2
224.28,309,1,6,2,64.0,2,68.0,1.0,5767.51,269,60+,2
614.03,829,1,9,0,68.0,2,51.0,1.0,4734.110000000001,110,60+,2
608.79,2069,1,13,2,55.0,1,157.0,1.0,2991.17,355,50-60,2
186.55,1137,1,30,1,48.0,1,288.0,1.0,4734.110000000001,56,40-50,2
840.16,542,0,7,1,20.0,3,68.0,1.0,1236.76,349,18-30,0
203.34,2403,1,31,0,60.0,0,66.0,1.0,13586.99,201,50-60,1
90.88,2178,1,7,0,26.0,1,284.0,1.0,7117.35,267,18-30,1
60.11,2240,0,0,1,61.0,2,122.0,1.0,7235.87,107,60+,2
393.92,889,1,22,1,72.0,2,47.0,1.0,7318.64,344,60+,2
19.39,2156,1,7,0,43.0,0,45.0,1.0,9847.6,301,40-50,1
557.41,697,0,42,2,80.0,2,49.0,1.0,2968.75,212,60+,2
57.07,1563,0,4,2,31.0,0,99.0,1.0,9323.71,312,30-40,1
395.27,1426,0,24,2,18.0,3,167.0,1.0,1764.08,119,<18,0
289.05,1060,1,27,0,75.0,2,116.0,1.0,5683.49,335,60+,2
46.11,583,1,37,2,33.0,0,233.0,1.0,5225.73,261,30-40,0
335.5,1481,1,34,0,63.0,2,47.0,1.0,6445.4,360,60+,2
388.07,1650,1,39,2,24.0,3,68.0,1.0,289.71,254,18-30,0
520.86,541,0,34,2,51.0,1,66.0,1.0,9200.74,145,50-60,1
787.41,1112,1,22,2,25.0,3,39.0,1.0,300.87,22,18-30,0
31.7,996,0,33,0,48.0,0,121.0,1.0,743.9,100,40-50,2
22.3,784,1,30,0,21.0,3,90.0,1.0,1200.35,355,18-30,0
203.12,125,1,38,0,56.0,2,181.0,1.0,1562.39,173,50-60,2
315.94,403,0,33,1,49.0,0,172.0,1.0,7719.71,346,40-50,1
192.23,2458,1,0,2,54.0,1,39.0,3.0,2610.67,19,50-60,2
1510.71,1095,1,28,2,66.0,2,51.0,1.0,2060.02,169,60+,2
0.26,2199,1,28,2,20.0,3,173.0,1.0,1833.67,83,18-30,0
210.77,990,1,23,0,71.0,2,161.0,1.0,5396.65,298,60+,2
406.65,2099,1,23,0,57.0,0,107.0,1.0,12995.7,278,50-60,1
422.9,391,1,40,0,40.0,1,111.0,1.0,7616.43,269,30-40,1
20.62,1139,0,30,0,35.0,0,225.0,1.0,12500.8,147,30-40,1
174.39,49,1,37,0,19.0,3,36.0,1.0,1127.08,278,18-30,0
7.86,1926,0,34,1,76.0,2,91.0,1.0,3621.98,89,60+,2
211.36,27,1,10,2,49.0,1,44.0,1.0,5212.28,153,40-50,2
54.85,1645,0,37,1,58.0,2,40.0,1.0,2727.45,194,50-60,2
204.7,1765,1,28,1,49.0,0,95.0,5.0,5117.03,244,40-50,2
16.55,1687,1,40,1,26.0,1,159.0,1.0,6089.79,109,18-30,0
91.32,2111,1,25,1,58.0,1,77.0,1.0,2618.1,120,50-60,2
195.49,1066,1,22,0,31.0,0,112.0,1.0,11988.12,133,30-40,1
49.62,2319,1,32,0,55.0,1,111.0,1.0,3841.42,61,50-60,2
487.16,1,0,20,1,28.0,3,84.0,1.0,321.21,359,18-30,0
405.6,1447,1,40,2,37.0,1,44.0,1.0,9754.73,182,30-40,1
512.95,1933,1,8,1,57.0,1,143.0,1.0,9584.52,223,50-60,1
345.94,1878,1,32,0,31.0,0,163.0,1.0,7624.56,317,30-40,1
356.56,1877,1,27,2,47.0,1,52.0,1.0,2485.73,334,40-50,2
10.31,90,1,21,2,36.0,1,280.0,1.0,2137.9,291,30-40,0
211.69,1974,1,1,1,30.0,0,111.0,1.0,6412.85,88,18-30,0
221.49,1707,0,28,1,23.0,3,196.0,1.0,707.25,327,18-30,0
278.23,814,1,14,2,48.0,1,83.0,1.0,8300.54,204,40-50,1
116.88,1852,1,22,0,45.0,0,263.0,1.0,7717.34,220,40-50,1
328.77,636,0,36,2,39.0,0,247.0,1.0,6967.03,215,30-40,1
77.53,1350,1,21,1,54.0,2,55.0,1.0,5158.6,50,50-60,2
421.74,1129,1,38,2,67.0,0,103.0,1.0,12031.14,236,60+,1
313.69,484,1,28,1,73.0,2,152.0,1.0,7093.68,241,60+,2
411.72,1131,1,42,1,29.0,0,153.0,1.0,8539.86,320,18-30,1
508.73,1283,1,6,1,59.0,2,89.0,1.0,7640.57,165,50-60,2
153.08,2234,1,29,0,24.0,3,201.0,1.0,1292.21,187,18-30,0
23.01,1061,1,19,1,63.0,2,166.0,1.0,5958.75,172,60+,2
69.28,2027,1,20,2,25.0,3,129.0,1.0,708.74,278,18-30,0
51.25,1597,0,2,1,28.0,3,66.0,1.0,1744.4,329,18-30,0
407.65,1432,1,10,0,25.0,3,263.0,1.0,273.78,135,18-30,0
459.25,943,1,40,1,25.0,3,59.0,1.0,130.76,324,18-30,0
301.56,260,1,39,1,49.0,0,118.0,1.0,10389.6,241,40-50,1
17.67,1182,1,36,2,63.0,0,91.0,1.0,1048.18,272,60+,2
5.29,511,0,37,2,32.0,0,132.0,1.0,12896.68,281,30-40,1
401.37,1726,1,20,1,43.0,1,251.0,1.0,8208.54,318,40-50,1
145.4,1232,1,40,2,38.0,1,24.0,1.0,5244.49,210,30-40,0
556.34,1966,1,39,2,37.0,0,46.0,1.0,11935.14,50,30-40,1
34.31,774,1,30,0,24.0,3,251.0,1.0,1484.76,303,18-30,0
780.59,1188,0,40,2,23.0,3,145.0,1.0,6513.34,39,18-30,0
282.65,475,1,13,0,35.0,0,161.0,1.0,13801.15,149,30-40,1
305.27,1809,1,19,2,68.0,0,147.0,1.0,12958.65,189,60+,1
185.81,1751,1,2,2,32.0,0,116.0,1.0,9588.71,233,30-40,1
66.01,1863,1,25,2,49.0,3,179.0,1.0,3475.99,43,40-50,2
447.95,80,1,40,1,29.0,1,75.0,1.0,7544.4,178,18-30,1
279.3,1148,1,28,0,19.0,3,48.0,1.0,1193.61,58,18-30,0
211.36,827,1,16,2,33.0,0,27.0,1.0,12063.77,38,30-40,1
611.15,1475,1,11,0,27.0,3,121.0,1.0,892.83,181,18-30,0
275.2,1560,1,27,2,54.0,1,81.0,1.0,1230.12,208,50-60,2
427.79,354,1,38,1,18.0,3,189.0,1.0,1479.67,152,<18,0
469.13,2472,0,35,0,54.0,0,139.0,1.0,1265.28,68,50-60,2
102.81,2287,1,39,1,76.0,2,47.0,1.0,3228.87,105,60+,2
22.61,2411,1,39,2,19.0,3,145.0,1.0,1111.67,25,18-30,0
68.28,1051,1,4,2,56.0,1,293.0,1.0,3213.16,122,50-60,2
33.65,1737,0,27,2,63.0,0,146.0,1.0,12719.93,62,60+,1
